seq,0,6.094
mt,2,6.359
mt,4,6.562
mt,8,6.438
seq,0,6.125
mt,2,6.344
mt,4,6.500
mt,8,6.500
seq,0,273.516
mt,2,281.531
mt,4,288.266
mt,8,289.531
seq,0,273.781
mt,2,282.578
mt,4,288.031
mt,8,288.203
mt,2,25.125
mt,4,25.797
mt,8,24.906
seq,0,24.500
mt,2,25.203
mt,4,24.484
mt,8,24.719
seq,0,140.906
mt,2,145.453
mt,4,149.516
mt,8,149.734
